,title,price,mileage,year,location
8776,YAMAHA LEXI,"Rp 18,550,000",30K+ KM,2018,Cangkuang Kulon(barat)
8777,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 18,700,000",30K+ KM,2018,Sesetan
8778,KAWASAKI KLX 150 L,"Rp 21,500,000",30K+ KM,2015,Pedungan
8779,HONDA VARIO CW,"Rp 10,500,000",30K+ KM,2014,Sesetan
8780,HONDA SCOOPY ESP,"Rp 18,000,000",30K+ KM,2017,Loloan Barat
8781,HONDA SCOOPY,"Rp 15,000,000",30K+ KM,2014,Loloan Barat
8782,SUZUKI SATRIA FU 150,"Rp 17,000,000",30K+ KM,2018,Selapajang Jaya
8783,YAMAHA NEW VIXION,"Rp 18,000,000",30K+ KM,2016,Pedungan
8784,HONDA SCOOPY,"Rp 15,000,000",30K+ KM,2015,Loloan Barat
8785,HONDA SCOOPY,"Rp 14,500,000",30K+ KM,2014,Loloan Barat
8786,HONDA SCOOPY,"Rp 17,000,000",30K+ KM,2016,Sari Harjo
8787,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
8788,HONDA BEAT,"Rp 9,800,000",30K+ KM,2014,Sari Harjo
8789,YAMAHA VIXION,"Rp 13,500,000",30K+ KM,2012,Pedungan
8790,HONDA VARIO CW,"Rp 20,800,000",30K+ KM,2018,Sari Harjo
8791,YAMAHA R15 GP MOVISTAR,"Rp 25,500,000",30K+ KM,2017,Pedungan
8792,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2014,Loloan Barat
8793,HONDA VARIO CW,"Rp 11,500,000",30K+ KM,2015,Sari Harjo
8794,YAMAHA VIXION,"Rp 15,600,000",30K+ KM,2014,Delima
8795,HONDA CB150R,"Rp 19,500,000",30K+ KM,2018,Delima
8796,YAMAHA N MAX,"Rp 24,000,000",30K+ KM,2016,Selapajang Jaya
8797,YAMAHA N MAX,"Rp 25,000,000",30K+ KM,2018,Selapajang Jaya
8798,HONDA REVO,"Rp 7,500,000",30K+ KM,2014,Sari Harjo
8799,HONDA SUPRA X 125 CW,"Rp 12,500,000",30K+ KM,2016,Delima
8800,HONDA BEAT,"Rp 13,850,000",30K+ KM,2018,Sari Harjo
8801,HONDA SUPRA X 125 CW,"Rp 12,000,000",30K+ KM,2019,Delima
8802,SUZUKI SATRIA,"Rp 7,600,000",30K+ KM,2011,Sari Harjo
8803,KAWASAKI NINJA,"Rp 33,000,000",30K+ KM,2011,Sari Harjo
8804,HONDA BEAT,"Rp 10,300,000",30K+ KM,2015,Sari Harjo
8805,HONDA SPACY GARNISH,"Rp 9,900,000",30K+ KM,2017,Sari Harjo
8806,YAMAHA NMAX SPECIAL CUSTOM,"Rp 25,500,000",30K+ KM,2016,Lelateng
8807,HONDA VARIO TECHNO 110,"Rp 10,200,000",30K+ KM,2011,Lelateng
8808,YAMAHA MIO GT 125,"Rp 10,150,000",30K+ KM,2015,Cibaduyut
8809,YAMAHA VIXION,"Rp 14,950,000",30K+ KM,2014,Cibaduyut
8810,SUZUKI GSX R150,"Rp 23,000,000",30K+ KM,2019,Regol
8811,YAMAHA JUPITER MX,"Rp 9,000,000",30K+ KM,2013,Cibaduyut
8812,HONDA NEW PCX 150 ABS,"Rp 26,500,009",30K+ KM,2018,Regol
8813,HONDA NEW BEAT FI CW PLUS,"Rp 14,300,000",30K+ KM,2019,Regol
8814,SUZUKI SATRIA FU 150,"Rp 16,500,000",30K+ KM,2014,Regol
8815,HONDA CB150R,"Rp 17,000,000",30K+ KM,2016,Tigaraksa
8816,YAMAHA MIO M3 125,"Rp 11,000,000",30K+ KM,2018,Tigaraksa
8817,HONDA CB VERZA 150,"Rp 18,500,000",30K+ KM,2016,Sesetan
8818,YAMAHA N MAX,"Rp 24,000,000",30K+ KM,2018,Tigaraksa
8819,HONDA BEAT CBS FI,"Rp 14,000,000",30K+ KM,2017,Rayeuk Meunye
8820,YAMAHA VIXION,"Rp 14,500,000",30K+ KM,2013,Aik Rayak
8821,SUZUKI SATRIA,"Rp 12,500,000",30K+ KM,2014,Margahayu Utara
8822,YAMAHA VIXION,"Rp 13,250,000",30K+ KM,2013,Sari Harjo
8823,HONDA CB150R,"Rp 14,500,000",30K+ KM,2013,Selapajang Jaya
8824,HONDA SONIC 150 R,"Rp 13,500,000",30K+ KM,2016,Drangong
8825,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 17,500,000",30K+ KM,2017,Drangong
8826,YAMAHA MIO M3 125,"Rp 10,300,000",30K+ KM,2017,Drangong
8827,YAMAHA MIO M3 125,"Rp 10,800,000",30K+ KM,2018,Drangong
8828,PIAGGIO PRIMAVERA,"Rp 30,000,000",30K+ KM,2015,Renon
8829,HONDA SCOOPY,"Rp 17,500,000",30K+ KM,2018,Renon
8830,HONDA VARIO CW,"Rp 10,300,000",30K+ KM,2013,Padangsambian
8831,YAMAHA MIO SOUL,"Rp 8,700,000",30K+ KM,2012,Sungai Jawi Luar
8832,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 17,900,000",30K+ KM,2016,Sungai Jawi Luar
8833,YAMAHA JUPITER MX,"Rp 9,000,000",30K+ KM,2013,Blahbatuh
8834,HONDA CB150R,"Rp 13,500,000",30K+ KM,2014,Blahbatuh
8835,HONDA SCOOPY,"Rp 9,500,000",30K+ KM,2012,Blahbatuh
8836,HONDA SCOOPY,"Rp 14,000,000",30K+ KM,2015,Blahbatuh
8837,YAMAHA AEROX 155 VVA,"Rp 20,075,000",30K+ KM,2017,Tanimulya
8838,YAMAHA X-RIDE,"Rp 11,800,000",30K+ KM,2016,Sari Harjo
8839,HONDA VARIO CW,"Rp 18,800,000",30K+ KM,2019,Sari Harjo
8840,YAMAHA LEXI,"Rp 18,000,000",30K+ KM,2018,Sari Harjo
8841,HONDA SUPRA X 125 INJEKSI,"Rp 10,800,000",30K+ KM,2015,Sari Harjo
8842,YAMAHA FINO SPORTY ,"Rp 13,400,000",30K+ KM,2017,Sari Harjo
8843,HONDA BEAT CW,"Rp 9,000,000",30K+ KM,2013,Jaga Baya I
8844,HONDA VERZA 150 CW,"Rp 17,000,000",1 - 5K KM,2015,Jaga Baya I
8845,YAMAHA MIO Z 125,"Rp 11,000,000",30K+ KM,2018,Selapajang Jaya
8846,SUZUKI SATRIA FU 150,"Rp 14,500,000",30K+ KM,2016,Selapajang Jaya
8847,YAMAHA FINO FI PREMIUM,"Rp 13,000,000",30K+ KM,2018,Selapajang Jaya
8848,HONDA BEAT FI POP CBS ESP,"Rp 11,000,000",30K+ KM,2016,Selapajang Jaya
8849,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2015,Selapajang Jaya
8850,YAMAHA X-RIDE,"Rp 12,250,000",30K+ KM,2017,Sukamenak
8851,KAWASAKI NINJA R,"Rp 17,200,000",30K+ KM,2015,Karawang Kulon
8852,HONDA VARIO 125 CBS ISS,"Rp 15,700,000",30K+ KM,2017,Pungkur
8853,HONDA VARIO 125 ESP CBS,"Rp 14,900,000",30K+ KM,2016,Pungkur
8854,HONDA BEAT,"Rp 13,800,000",30K+ KM,2018,Delima
8855,YAMAHA NEW VIXION,"Rp 17,800,000",30K+ KM,2016,Pedungan
8856,YAMAHA JUPITER MX KING 150,"Rp 12,800,000",30K+ KM,2016,Pedungan
8857,HONDA NEW VARIO CW FI,"Rp 11,500,000",30K+ KM,2014,Pedungan
8858,HONDA NEW VARIO CW FI,"Rp 12,500,000",30K+ KM,2015,Pedungan
8859,YAMAHA MIO Z 125,"Rp 10,000,000",30K+ KM,2017,Tigaraksa
8860,HONDA SCOOPY,"Rp 15,500,000",30K+ KM,2016,Pedungan
8861,HONDA NEW VARIO TECHNO,"Rp 16,500,000",30K+ KM,2015,Pedungan
8862,YAMAHA VIXION,"Rp 13,500,000",30K+ KM,2012,Pedungan
8863,KAWASAKI NINJA 250 ABS FI,"Rp 42,500,000",30K+ KM,2014,Pedungan
8864,KAWASAKI NINJA RR 250 MONO,"Rp 25,000,000",30K+ KM,2016,Pedungan
8865,YAMAHA JUPITER MX KING 150,"Rp 12,500,000",30K+ KM,2015,Tigaraksa
8866,HONDA BEAT,"Rp 13,800,000",30K+ KM,2018,Delima
8867,HONDA SUPRA X 125 CW,"Rp 10,500,000",30K+ KM,2015,Tigaraksa
8868,KAWASAKI KLX 150,"Rp 24,000,000",30K+ KM,2014,Drangong
8869,HONDA BEAT FI POP CW,"Rp 10,700,000",30K+ KM,2015,Delima
8870,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2015,Drangong
8871,YAMAHA VIXION,"Rp 14,500,000",30K+ KM,2014,Drangong
8872,YAMAHA MIO Z 125,"Rp 9,500,000",30K+ KM,2016,Regol
8873,YAMAHA R25 ABS,"Rp 40,000,000",30K+ KM,2015,Regol
8874,HONDA SONIC 150 R,"Rp 17,000,000",30K+ KM,2019,Regol
8875,YAMAHA SOUL GT 125 AKS,"Rp 11,000,000",30K+ KM,2017,Regol
8876,YAMAHA X-RIDE,"Rp 9,000,000",30K+ KM,2014,Sesetan
8877,HONDA SCOOPY,"Rp 16,900,000",10 - 20K KM,2018,Tamalate
8878,YAMAHA N MAX,"Rp 23,000,000",30K+ KM,2016,Regol
8879,YAMAHA FINO SPORTY ,"Rp 16,800,000",5 - 10K KM,2018,Tamalate
8880,HONDA NEW BEAT FI CW-CBS PLUS,"Rp 14,800,000",30K+ KM,2019,Regol
8881,YAMAHA AEROX 155 VVA-S,"Rp 21,000,000",30K+ KM,2017,Regol
8882,YAMAHA R15,"Rp 17,500,000",30K+ KM,2014,Regol
8883,HONDA NEW BEAT FI CW-CBS PLUS,"Rp 13,600,000",30K+ KM,2018,Regol
8884,YAMAHA X-RIDE,"Rp 13,500,000",30K+ KM,2017,Pelindung Hewan
8885,YAMAHA NMAX SPECIAL CUSTOM,"Rp 20,000,000",30K+ KM,2017,Pelindung Hewan
8886,YAMAHA NMAX SPECIAL CUSTOM,"Rp 22,000,000",30K+ KM,2017,Pelindung Hewan
8887,HONDA VARIO 150 ESP SPORTY,"Rp 14,500,000",30K+ KM,2015,Pelindung Hewan
8888,SCOOPY STYLISH FI,"Rp 13,000,000",30K+ KM,2015,Keude Cunda
8889,HONDA BEAT CW FI,"Rp 16,500,000",30K+ KM,2018,Cicadas
8890,KAWASAKI NINJA ,"Rp 33,000,000",30K+ KM,2015,Mengwi
8891,HONDA BEAT CW FI,"Rp 16,500,000",30K+ KM,2018,Cicadas
8892,HONDA VARIO CW,"Rp 16,500,000",30K+ KM,2017,Sesetan
8893,HONDA VARIO CW,"Rp 17,000,000",30K+ KM,2016,Sesetan
8894,HONDA SCOOPY,"Rp 13,000,000",30K+ KM,2015,Sesetan
8895,HONDA VERZA 150 CW,"Rp 13,500,000",30K+ KM,2018,Sungai Panas
8896,KAWASAKI NEW NINJA 150 RR,"Rp 29,500,000",30K+ KM,2015,Petir
8897,HONDA BEAT FI SPORTY CW,"Rp 9,725,000",30K+ KM,2015,Cisalak Pasar
8898,KAWASAKI NEW NINJA 150 RR,"Rp 28,500,000",30K+ KM,2014,Sukaasih
8899,HONDA VARIO 110 CBS ADVANCE,"Rp 14,500,000",30K+ KM,2018,Sukaasih
8900,HONDA CB VERZA 150,"Rp 14,000,000",30K+ KM,2014,Lhokseumawe
8901,HONDA BEAT CW FI,"Rp 14,500,000",30K+ KM,2018,Malakasari
8902,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 19,625,000",30K+ KM,2018,Malakasari
8903,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2019,Margahayu Selatan
8904,KAWASAKI KSR 110,"Rp 25,000,000",30K+ KM,2017,Margahayu Selatan
8905,YAMAHA X-RIDE,"Rp 14,000,000",30K+ KM,2018,Malakasari
8906,KAWASAKI NINJA,"Rp 39,000,000",30K+ KM,2014,Sesetan
8907,YAMAHA SOUL GT,"Rp 10,700,000",30K+ KM,2014,Tamalate
8908,YAMAHA FINO PREMIUM 125 BLUE CORE,"Rp 16,800,000",10 - 20K KM,2018,Tamalate
8909,HONDA SCOOPY ESP,"Rp 12,500,000",30K+ KM,2014,Benua Melayu Laut
8910,HONDA BEAT CBS FI,"Rp 10,500,000",30K+ KM,2014,Benua Melayu Laut
8911,YAMAHA JUPITER MX CW,"Rp 14,700,000",30K+ KM,2014,Tamalate
8912,YAMAHA FINO GRADE 125,"Rp 15,700,000",5 - 10K KM,2017,Tamalate
8913,YAMAHA N MAX,"Rp 27,500,000",30K+ KM,2018,Sesetan
8914,HONDA ASTREA SUPRA,"Rp 8,000,000",30K+ KM,2012,Padangsambian
8915,YAMAHA MIO GT CUSTOM,"Rp 8,500,000",30K+ KM,2014,Padangsambian
8916,YAMAHA N MAX,"Rp 27,300,000",30K+ KM,2018,Renon
8917,SUZUKI SATRIA FU 150,"Rp 12,000,000",30K+ KM,2013,Babakan Asem
8918,HONDA VARIO 125 ESP CBS ISS,"Rp 18,000,000",30K+ KM,2019,Ciawi
8919,SUZUKI SATRIA FU 150,"Rp 12,500,000",30K+ KM,2014,Babakan Asem
8920,YAMAHA JUPITER MX CW,"Rp 10,500,000",30K+ KM,2015,Baros
8921,SUZUKI SATRIA F 150,"Rp 15,250,000",30K+ KM,2016,Baros
8922,HONDA NEW VARIO TECHNO CBS,"Rp 12,875,000",30K+ KM,2015,Baros
8923,YAMAHA MIO Z 125,"Rp 12,375,000",30K+ KM,2018,Malakasari
8924,YAMAHA XMAX,"Rp 45,750,000",30K+ KM,2018,Malakasari
8925,YAMAHA NEW VIXION,"Rp 20,875,000",30K+ KM,2018,Malakasari
8926,HONDA CB VERZA 150,"Rp 18,500,000",30K+ KM,2018,Malakasari
8927,HONDA CB VERZA 150,"Rp 15,125,000",30K+ KM,2016,Malakasari
8928,YAMAHA JUPITER MX CW,"Rp 9,750,000",30K+ KM,2014,Malakasari
8929,HONDA BEAT FI CW + SPORTY,"Rp 11,750,000",30K+ KM,2017,Cisalak Pasar
8930,HONDA BEAT CW FI,"Rp 10,600,000",30K+ KM,2016,Cisalak Pasar
8931,SUZUKI SATRIA FU 150,"Rp 15,000,000",30K+ KM,2016,Babakan Asem
8932,HONDA BEAT CBS FI,"Rp 11,000,000",30K+ KM,2015,Babakan Asem
8933,HONDA BEAT CBS FI,"Rp 9,500,000",30K+ KM,2013,Babakan Asem
8934,YAMAHA JUPITER MX,"Rp 7,800,000",30K+ KM,2011,Dangin Tukadaya
8935,YAMAHA VIXION SE,"Rp 14,500,000",30K+ KM,2013,Dangin Tukadaya
8936,YAMAHA VIXION SE,"Rp 15,500,000",30K+ KM,2014,Dangin Tukadaya
8937,HONDA MEGA PRO,"Rp 10,600,000",30K+ KM,2012,Dangin Tukadaya
8938,KAWASAKI NINJA 150,"Rp 21,000,000",30K+ KM,2015,Margahayu Selatan
8939,HONDA CBR 150 R,"Rp 25,000,000",30K+ KM,2018,Margahayu Selatan
8940,HONDA SCOOPY FI CLASSIC,"Rp 14,100,000",30K+ KM,2015,Jeblog
8941,YAMAHA MIO SOUL GT STREET,"Rp 10,750,000",30K+ KM,2016,Pelindung Hewan
8942,YAMAHA MIO M3 125,"Rp 9,375,000",30K+ KM,2015,Pelindung Hewan
8943,HONDA VARIO ,"Rp 9,000,000",30K+ KM,2010,Mengwi
8944,YAMAHA JUPITER MX ,"Rp 7,500,000",30K+ KM,2011,Mengwi
8945,KAWASAKI NINJA,"Rp 44,000,000",30K+ KM,2015,Mengwi
8946,HONDA SUPRA X 125 CC,"Rp 11,700,000",30K+ KM,2015,Delima
8947,KAWASAKI NINJA,"Rp 44,000,000",30K+ KM,2015,Mengwi
8948,HONDA SCOOPY,"Rp 17,500,000",30K+ KM,2017,Bitera
8949,HONDA SCOOPY,"Rp 14,000,000",30K+ KM,2015,Bitera
8950,YAMAHA FINO FI PREMIUM,"Rp 11,000,000",30K+ KM,2016,Mauk Timur
8951,HONDA BEAT FI POP CBS ESP,"Rp 11,000,000",30K+ KM,2016,Mauk Timur
8952,KAWASAKI NEW NINJA 150 RR,"Rp 30,000,000",30K+ KM,2014,Mauk Timur
8953,HONDA SONIC 150 R,"Rp 16,500,000",30K+ KM,2016,Loloan Barat
8954,KAWASAKI NINJA 250 FI,"Rp 40,000,000",30K+ KM,2013,Loloan Barat
8955,HONDA SCOOPY,"Rp 14,500,000",30K+ KM,2014,Loloan Barat
8956,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2014,Mauk Timur
8957,HONDA VARIO ,"Rp 13,500,000",30K+ KM,2018,Dauh Peken
8958,YAMAHA VIXION,"Rp 11,300,000",30K+ KM,2010,Sesetan
8959,HONDA CB150R,"Rp 14,500,000",30K+ KM,2013,Mauk Timur
8960,YAMAHA N MAX,"Rp 25,000,000",30K+ KM,2018,Mauk Timur
8961,HONDA BEAT,"Rp 11,500,000",30K+ KM,2015,Pedungan
8962,YAMAHA JUPITER MX,"Rp 8,000,000",30K+ KM,2011,Dauh Peken
8963,HONDA VARIO STD,"Rp 12,000,000",30K+ KM,2014,Delima
8964,HONDA BEAT CBS FI,"Rp 14,000,000",30K+ KM,2018,Babakan Asem
8965,HONDA SCOOPY ESP,"Rp 17,875,000",30K+ KM,2017,Karawang Kulon
8966,YAMAHA VIXION,"Rp 14,500,000",30K+ KM,2014,Babakan Asem
8967,YAMAHA SOUL GT,"Rp 8,800,000",30K+ KM,2015,Cisalak Pasar
8968,HONDA VERZA 150 CW MMC,"Rp 12,000,000",30K+ KM,2014,Citerep
8969,YAMAHA VIXION,"Rp 14,500,000",30K+ KM,2014,Citerep
8970,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2015,Citerep
8971,YAMAHA FINO SPORTY ,"Rp 14,300,000",30K+ KM,2019,Cisalak Pasar
8972,YAMAHA JUPITER MX KING 150,"Rp 10,250,000",30K+ KM,2015,Cisalak Pasar
8973,HONDA SONIC,"Rp 16,500,000",30K+ KM,2017,Citerep
8974,YAMAHA ALL NEW R15 155 VVA,"Rp 26,500,000",30K+ KM,2018,Citerep
8975,HONDA SCOOPY,"Rp 15,125,000",30K+ KM,2018,Cisalak Pasar
8976,YAMAHA MIO Z 125,"Rp 9,000,000",30K+ KM,2015,Citerep
8977,HONDA VARIO 125 ESP CBS,"Rp 12,500,000",30K+ KM,2014,Pedurungan Tengah
8978,SUZUKI SATRIA F 150,"Rp 15,500,000",30K+ KM,2016,Pedurungan Tengah
8979,HONDA NEW SUPRA X 125 PGM FI,"Rp 12,200,000",30K+ KM,2016,Pedurungan Tengah
8980,YAMAHA MIO M3 125,"Rp 9,000,000",30K+ KM,2016,Pedurungan Tengah
8981,HONDA VARIO CW,"Rp 9,000,000",30K+ KM,2012,Padangsambian
8982,YAMAHA JUPITER Z1,"Rp 8,500,000",30K+ KM,2017,Pedurungan Tengah
8983,YAMAHA AEROX 155 VVA-S,"Rp 24,500,000",30K+ KM,2018,Sario Tumpaan
8984,HONDA SCOOPY,"Rp 14,500,000",30K+ KM,2016,Padangsambian
8985,YAMAHA MIO M3 125,"Rp 7,500,000",30K+ KM,2012,Padangsambian
8986,HONDA BEAT,"Rp 12,000,000",30K+ KM,2015,Sesetan
8987,YAMAHA JUPITER Z1,"Rp 8,300,000",30K+ KM,2015,Delima
8988,HONDA BEAT CW FI,"Rp 13,500,000",30K+ KM,2017,Sesetan
8989,YAMAHA NEW JUPITER MX CW,"Rp 8,500,000",30K+ KM,2011,Sesetan
8990,HONDA SCOOPY,"Rp 13,500,000",30K+ KM,2013,Sesetan
8991,YAMAHA MIO GT 125,"Rp 8,550,000",30K+ KM,2015,Sari Harjo
8992,YAMAHA MIO M3 125,"Rp 10,500,000",30K+ KM,2016,Sari Harjo
8993,HONDA VARIO CW,"Rp 11,000,000",30K+ KM,2014,Delima
8994,HONDA BEAT,"Rp 13,850,000",30K+ KM,2018,Sari Harjo
8995,HONDA VARIO CW,"Rp 11,500,000",30K+ KM,2015,Sari Harjo
8996,HONDA NEW VARIO CW FI,"Rp 12,000,000",30K+ KM,2013,Dangin Tukadaya
8997,YAMAHA VIXION,"Rp 10,950,000",30K+ KM,2010,Sari Harjo
8998,HONDA BEAT CW FI,"Rp 13,500,000",30K+ KM,2016,Dangin Tukadaya
8999,YAMAHA VIXION,"Rp 13,250,000",30K+ KM,2013,Sari Harjo
9000,HONDA BEAT,"Rp 13,800,000",30K+ KM,2018,Delima
9001,HONDA VARIO CW,"Rp 10,800,000",30K+ KM,2013,Sari Harjo
9002,HONDA VARIO CW,"Rp 11,500,000",30K+ KM,2015,Sari Harjo
9003,HONDA SUPRA X 125 INJEKSI,"Rp 10,300,000",30K+ KM,2013,Sari Harjo
9004,YAMAHA MIO J,"Rp 7,200,000",30K+ KM,2013,Sari Harjo
9005,YAMAHA VEGA ZR,"Rp 5,350,000",30K+ KM,2012,Sari Harjo
9006,YAMAHA XEON RC,"Rp 7,800,000",30K+ KM,2013,Sari Harjo
9007,HONDA VARIO CW,"Rp 8,600,000",30K+ KM,2013,Sari Harjo
9008,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 21,000,000",30K+ KM,2018,Kota Panton Labu
9009,KAWASAKI NINJA 150 RR SE,"Rp 31,000,000",30K+ KM,2015,Petir
9010,HONDA BEAT,"Rp 12,500,000",30K+ KM,2016,Petir
9011,YAMAHA MIO M3 125,"Rp 9,500,000",30K+ KM,2015,Cigoong
9012,HONDA SCOOPY,"Rp 12,500,000",30K+ KM,2014,Cigoong
9013,YAMAHA VIXION,"Rp 15,000,000",30K+ KM,2015,Cigoong
9014,KAWASAKI NINJA 250 FI,"Rp 40,000,000",30K+ KM,2014,Cigoong
9015,KAWASAKI NINJA 250 FI,"Rp 42,000,000",30K+ KM,2015,Cigoong
9016,HONDA NEW VARIO TECHNO,"Rp 11,375,000",30K+ KM,2014,Malakasari
9017,HONDA VARIO TECHNO 110,"Rp 8,000,000",30K+ KM,2012,Malakasari
9018,HONDA VARIO 125 ESP CBS,"Rp 14,500,000",30K+ KM,2015,Malakasari
9019,YAMAHA X-RIDE,"Rp 14,000,000",30K+ KM,2018,Malakasari
9020,HONDA NEW BEAT STREET ESP,"Rp 14,500,000",30K+ KM,2018,Sukaasih
9021,HONDA NEW VARIO TECHNO,"Rp 12,500,000",30K+ KM,2014,Dangin Puri
9022,HONDA CRF 150L,"Rp 30,000,000",30K+ KM,2018,Sukamulya
9023,SUZUKI SATRIA FU 150,"Rp 12,000,000",30K+ KM,2013,Sukaasih
9024,YAMAHA FINO FI PREMIUM,"Rp 13,000,000",30K+ KM,2018,Sukaasih
9025,YAMAHA NMAX ,"Rp 23,000,000",30K+ KM,2019,Lawang Gintung
9026,YAMAHA FINO SPORTY ,"Rp 11,500,000",30K+ KM,2018,Lawang Gintung
9027,HONDA CB VERZA 150,"Rp 18,000,000",30K+ KM,2017,Dangin Puri
9028,HONDA VARIO CW,"Rp 8,500,000",30K+ KM,2013,Dangin Puri
9029,HONDA SCOOPY,"Rp 13,600,000",30K+ KM,2017,Delima
9030,YAMAHA MIO,"Rp 9,600,000",30K+ KM,2016,Delima
9031,HONDA BEAT,"Rp 12,400,000",30K+ KM,2016,Delima
9032,HONDA NEW BEAT STREET ESP,"Rp 13,500,000",30K+ KM,2019,Kebon Baru
9033,HONDA BEAT,"Rp 14,500,000",30K+ KM,2019,Delima
9034,HONDA BEAT,"Rp 13,800,000",30K+ KM,2018,Delima
9035,HONDA BEAT,"Rp 11,800,000",30K+ KM,2015,Delima
9036,HONDA SCOOPY STYLISH FI,"Rp 14,000,000",30K+ KM,2014,Keude Mane
9037,HONDA BEAT FI CBS ISS,"Rp 14,800,000",30K+ KM,2016,Keude Mane
9038,YAMAHA VIXION,"Rp 17,500,000",30K+ KM,2017,Penjaringan
9039,YAMAHA MIO FINO,"Rp 12,300,000",30K+ KM,2018,Penjaringan
9040,HONDA VARIO 125 ESP CBS,"Rp 12,800,000",30K+ KM,2015,Babakan Ciparay
9041,HONDA BEAT,"Rp 12,500,000",30K+ KM,2016,Cigoong
9042,YAMAHA XABRE,"Rp 18,000,000",30K+ KM,2016,Babakan Ciparay
9043,HONDA SCOOPY,"Rp 16,800,000",30K+ KM,2017,Babakan Ciparay
9044,YAMAHA MIO M3 125,"Rp 8,000,000",30K+ KM,2015,Babakan Ciparay
9045,YAMAHA VIXION,"Rp 13,000,000",30K+ KM,2013,Babakan Ciparay
9046,HONDA CBR 150 REPSOL,"Rp 19,000,000",30K+ KM,2015,Babakan Ciparay
9047,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 17,000,000",30K+ KM,2016,Babakan Ciparay
9048,HONDA CBR 125,"Rp 24,000,000",30K+ KM,2016,Babakan Ciparay
9049,YAMAHA X-RIDE,"Rp 23,200,000",30K+ KM,2019,Sumerta
9050,HONDA BEAT CW,"Rp 16,500,000",30K+ KM,2018,Cileunyi Kulon
9051,HONDA BEAT CBS FI,"Rp 15,750,000",30K+ KM,2017,Cileunyi Kulon
9052,HONDA VARIO CW,"Rp 10,500,000",30K+ KM,2014,Cileunyi Kulon
9053,YAMAHA MIO M3 125,"Rp 13,500,000",30K+ KM,2018,Pangkal Lalang
9054,YAMAHA MIO M3 125,"Rp 14,000,000",30K+ KM,2019,Pangkal Lalang
9055,YAMAHA MIO Z 125,"Rp 11,200,000",30K+ KM,2019,Sumerta
9056,HONDA VARIO 150 ESP SPORTY,"Rp 16,000,000",30K+ KM,2015,Bitera
9057,YAMAHA MIO M3 125,"Rp 10,000,000",30K+ KM,2016,Keteguhan
9058,YAMAHA NEW MIO GT,"Rp 7,500,000",30K+ KM,2014,Cikutra
9059,HONDA CB150R,"Rp 19,500,000",30K+ KM,2017,Cangkuang Kulon(barat)
9060,HONDA VARIO TECHNO 110,"Rp 11,500,000",30K+ KM,2015,Cangkuang Kulon(barat)
9061,HONDA VARIO 125 CBS ISS,"Rp 15,800,000",30K+ KM,2017,Cangkuang Kulon(barat)
9062,HONDA NEW PCX 150 ABS,"Rp 28,000,000",30K+ KM,2018,Tigaraksa
9063,YAMAHA XEON RC,"Rp 14,000,000",30K+ KM,2013,Paal Satu
9064,HONDA BEAT CW FI,"Rp 13,800,000",30K+ KM,2018,Regol
9065,HONDA VARIO 125 ESP CBS,"Rp 17,500,000",30K+ KM,2019,Regol
9066,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,000,000",30K+ KM,2018,Regol
9067,SUZUKI SATRIA FU 150,"Rp 17,000,000",30K+ KM,2014,Regol
9068,YAMAHA LEXI ,"Rp 18,000,000",30K+ KM,2018,Regol
9069,HONDA SCOOPY FI CLASSIC,"Rp 16,300,000",30K+ KM,2017,Regol
9070,HONDA SCOOPY ,"Rp 15,800,000",30K+ KM,2017,Regol
9071,YAMAHA MIO M3 125,"Rp 12,000,000",30K+ KM,2018,Selapajang Jaya
9072,HONDA BEAT CBS FI,"Rp 14,000,000",30K+ KM,2018,Selapajang Jaya
9073,YAMAHA R15,"Rp 17,500,000",30K+ KM,2015,Lelateng
9074,YAMAHA NMAX ABS,"Rp 24,000,000",30K+ KM,2017,Cisalak Pasar
9075,YAMAHA N MAX,"Rp 23,250,000",30K+ KM,2017,Cisalak Pasar
9076,YAMAHA N MAX,"Rp 22,750,000",30K+ KM,2016,Cisalak Pasar
9077,YAMAHA SOUL GT,"Rp 11,500,000",30K+ KM,2014,Tamangapa
9078,YAMAHA MIO SOUL,"Rp 7,000,000",5 - 10K KM,2010,Tamangapa
9079,YAMAHA MIO J,"Rp 10,000,000",30K+ KM,2014,Tamangapa
9080,HONDA SCOOPY ESP,"Rp 15,500,000",30K+ KM,2017,Tamangapa
9081,YAMAHA SOUL GT,"Rp 13,000,000",10 - 30K KM,2016,Tamangapa
9082,YAMAHA SOUL GT,"Rp 12,500,000",10 - 30K KM,2015,Tamangapa
