,title,price,mileage,year,location
1653,YAMAHA MIO FINO,"Rp 12,000,000",30K+ KM,2017,Jelambar
1654,HONDA SUPRA X 125 CC,"Rp 7,500,000",30K+ KM,2012,Jelambar
1655,YAMAHA MIO FINO,"Rp 14,000,000",30K+ KM,2019,Jelambar
1656,YAMAHA MIO M3 AKS SSS,"Rp 13,000,000",30K+ KM,2019,Sialang
1657,YAMAHA MIO J,"Rp 8,500,000",30K+ KM,2013,Cigoong
1658,KAWASAKI NINJA 250 ABS SE,"Rp 429,500,000",30K+ KM,2015,Sesetan
1659,HONDA VARIO 150 ESP SPORTY,"Rp 16,000,000",30K+ KM,2015,Sesetan
1660,YAMAHA MIO SOUL GT NON LED CUSTOM,"Rp 11,300,000",30K+ KM,2017,Regol
1661,HONDA BEAT CW FI,"Rp 14,200,000",30K+ KM,2019,Regol
1662,HONDA VARIO 125 ESP CBS,"Rp 14,500,000",30K+ KM,2015,Sesetan
1663,YAMAHA NMAX ,"Rp 24,000,000",30K+ KM,2017,Aik Rayak
1664,YAMAHA NEW VIXION,"Rp 14,000,000",30K+ KM,2014,Sukabumi Indah
1665,YAMAHA NEW VIXION,"Rp 15,000,000",30K+ KM,2014,Regol
1666,HONDA NEW SCOOPY RETRO,"Rp 18,000,000",30K+ KM,2018,Sukorame
1667,KAWASAKI NINJA RR,"Rp 27,000,000",30K+ KM,2013,Joglo
1668,YAMAHA AEROX 155 VVA,"Rp 19,500,000",30K+ KM,2018,Joglo
1669,HONDA VARIO CW,"Rp 13,000,000",30K+ KM,2017,Joglo
1670,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 15,000,000",30K+ KM,2016,Kembangarum
1671,HONDA BEAT CW FI,"Rp 12,500,000",30K+ KM,2017,Kedungmundu
1672,SUZUKI SATRIA F 150,"Rp 8,900,000",30K+ KM,2011,Kedungmundu
1673,HONDA REVO X,"Rp 11,150,000",30K+ KM,2017,Sialang
1674,HONDA SCOOPY,"Rp 18,700,000",30K+ KM,2019,Petir
1675,HONDA BEAT FISPORTY CW ESP,"Rp 13,500,000",30K+ KM,2018,Parang Tambung
1676,YAMAHA ALL NEW X-RIDE 125,"Rp 13,500,000",30K+ KM,2016,Parang Tambung
1677,HONDA NEW REVO FI FIT,"Rp 9,600,000",30K+ KM,2018,Talang Banjar
1678,HONDA BEAT CW FI,"Rp 11,800,000",30K+ KM,2017,Cangkuang Kulon(barat)
1679,YAMAHA N MAX,"Rp 22,000,000",30K+ KM,2016,Tigaraksa
1680,YAMAHA FINO FI SPORTY,"Rp 13,000,000",30K+ KM,2018,Tigaraksa
1681,HONDA CB150R,"Rp 17,500,000",30K+ KM,2017,Tigaraksa
1682,HONDA VARIO 125 ESP CBS,"Rp 15,000,000",30K+ KM,2016,Tigaraksa
1683,HONDA VARIO 125 ESP CBS,"Rp 15,000,000",30K+ KM,2016,Tigaraksa
1684,HONDA VARIO 125 ESP CBS,"Rp 12,400,000",30K+ KM,2013,Lelateng
1685,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,500,000",30K+ KM,2015,Tigaraksa
1686,YAMAHA R25,"Rp 34,300,000",30K+ KM,2015,Sukajadi
1687,YAMAHA X-RIDE,"Rp 10,500,000",30K+ KM,2016,Sukamanah
1688,HONDA SUPRA GTR 150 EXL,"Rp 12,500,000",30K+ KM,2016,Sesetan
1689,YAMAHA N VIXION KS MT GP LV,"Rp 18,500,000",30K+ KM,2018,Sesetan
1690,HONDA SCOOPY,"Rp 13,400,000",30K+ KM,2015,Drangong
1691,YAMAHA VIXION ,"Rp 11,500,000",30K+ KM,2012,Babakan Ciparay
1692,HONDA NEW BEAT STREET ESP,"Rp 14,600,000",30K+ KM,2018,Babakan Ciparay
1693,HONDA SCOOPY,"Rp 17,200,000",30K+ KM,2017,Renon
1694,YAMAHA MIO M3 AKS SSS,"Rp 12,500,000",30K+ KM,2015,Pasar Melayu
1695,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 18,500,000",30K+ KM,2015,Pasar Melayu
1696,HONDA VARIO 125 ESP CBS,"Rp 12,500,000",30K+ KM,2014,Gianyar
1697,YAMAHA X-RIDE,"Rp 9,000,000",30K+ KM,2013,Bakung Temenggungan
1698,HONDA SONIC 150 R,"Rp 17,000,000",30K+ KM,2015,Bakung Temenggungan
1699,HONDA VARIO 125 CBS ISS,"Rp 14,700,000",30K+ KM,2017,Batu Ampar
1700,HONDA VARIO CW,"Rp 8,700,000",30K+ KM,2012,Kerobokan Kaja
1701,YAMAHA MIO Z 125 ,"Rp 11,500,000",30K+ KM,2018,Tigaraksa
1702,YAMAHA N MAX,"Rp 29,000,000",30K+ KM,2019,Pedungan
1703,HONDA VARIO 125 ESP CBS ISS,"Rp 12,500,000",30K+ KM,2013,Keude Krueng Geukueh
1704,HONDA SCOOPY,"Rp 16,200,000",30K+ KM,2017,Drangong
1705,YAMAHA MIO M3 125,"Rp 11,100,000",30K+ KM,2019,Babakan Ciparay
1706,YAMAHA MIO M3 125 ,"Rp 12,000,000",30K+ KM,2018,Babakan Asem
1707,YAMAHA R15 GP MOVISTAR,"Rp 26,000,000",30K+ KM,2017,Cikupa
1708,YAMAHA R15 GP MOVISTAR,"Rp 26,000,000",30K+ KM,2017,Cikupa
1709,YAMAHA R15,"Rp 21,000,000",30K+ KM,2017,Cikupa
1710,KAWASAKI NINJA 250 ABS FI,"Rp 45,000,000",30K+ KM,2015,Cikupa
1711,YAMAHA XMAX,"Rp 50,000,000",30K+ KM,2018,Cikupa
1712,YAMAHA R25,"Rp 41,000,000",30K+ KM,2016,Cikupa
1713,KAWASAKI NINJA 250 R,"Rp 45,000,000",30K+ KM,2016,Cikupa
1714,KAWASAKI NINJA 250 R,"Rp 45,000,000",30K+ KM,2016,Cikupa
1715,KAWASAKI NINJA 250 R,"Rp 41,000,000",30K+ KM,2014,Cikupa
1716,KAWASAKI NINJA R,"Rp 21,000,000",30K+ KM,2014,Cikupa
1717,YAMAHA R15,"Rp 27,000,000",30K+ KM,2018,Cikupa
1718,KAWASAKI KLX 150 BF,"Rp 25,000,000",30K+ KM,2017,Cikupa
1719,HONDA CBR 150 R,"Rp 23,000,000",30K+ KM,2017,Cikupa
1720,YAMAHA JUPITER Z FI,"Rp 11,500,000",30K+ KM,2013,Loloan Barat
1721,YAMAHA JUPITER MX KING 150,"Rp 14,000,000",30K+ KM,2015,Cangkuang Kulon(barat)
1722,YAMAHA MIO M3 125,"Rp 11,500,000",30K+ KM,2019,Jatiasih
1723,YAMAHA LEXI S,"Rp 20,000,000",30K+ KM,2019,Jatiasih
1724,YAMAHA AEROX 155 VVA,"Rp 21,000,000",30K+ KM,2019,Jatiasih
1725,HONDA BEAT CBS FI,"Rp 15,000,000",30K+ KM,2018,Tanah Grogot
1726,HONDA BEAT CUSTIC,"Rp 125,000,000",30K+ KM,2015,Tanah Grogot
1727,YAMAHA NMAX SPECIAL CUSTOM,"Rp 24,500,000",30K+ KM,2018,Drangong
1728,HONDA VARIO CW,"Rp 9,500,000",30K+ KM,2013,Kerobokan Kaja
1729,HONDA VARIO CW,"Rp 7,900,000",30K+ KM,2009,Sari Harjo
1730,HONDA VARIO CW,"Rp 16,500,000",30K+ KM,2017,Sari Harjo
1731,HONDA VARIO CW,"Rp 11,500,000",30K+ KM,2014,Sari Harjo
1732,HONDA VARIO CW,"Rp 9,500,000",30K+ KM,2013,Sari Harjo
1733,YAMAHA MIO FINO,"Rp 9,000,000",30K+ KM,2014,Surgi Mufti
1734,HONDA VARIO 150 ESP SPORTY,"Rp 16,500,000",30K+ KM,2015,Surgi Mufti
1735,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 19,000,000",30K+ KM,2017,Keude Krueng Geukueh
1736,YAMAHA R25,"Rp 41,000,000",30K+ KM,2016,Cikupa
1737,HONDA SCOOPY ESP,"Rp 13,000,000",30K+ KM,2014,Cikupa
1738,KAWASAKI NINJA RR,"Rp 31,000,000",30K+ KM,2015,Cikupa
1739,YAMAHA FINO FI PREMIUM,"Rp 13,000,000",30K+ KM,2018,Tigaraksa
1740,SUZUKI SATRIA F 150,"Rp 8,500,000",30K+ KM,2010,Lelateng
1741,KAWASAKI NINJA 250 FI,"Rp 53,500,000",30K+ KM,2017,Drangong
1742,HONDA NEW SCOOPY RETRO,"Rp 175,000,000",30K+ KM,2018,Tanah Grogot
1743,HONDA CBR 150 R,"Rp 175,000,000",30K+ KM,2014,Tanah Grogot
1744,HONDA VARIO 125 ESP CBS,"Rp 9,000,000",30K+ KM,2011,Surgi Mufti
1745,HONDA CB150R,"Rp 165,000,000",30K+ KM,2015,Tanah Grogot
1746,HONDA BEAT,"Rp 8,000,000",30K+ KM,2012,Regol
1747,KAWASAKI NINJA SS,"Rp 18,000,000",30K+ KM,2012,Sari Harjo
1748,HONDA BEAT,"Rp 12,800,000",30K+ KM,2014,Sari Harjo
1749,HONDA BEAT,"Rp 13,350,000",30K+ KM,2017,Sari Harjo
1750,HONDA VARIO CW,"Rp 15,500,000",30K+ KM,2015,Sari Harjo
1751,HONDA VARIO 110 CBS ADVANCE,"Rp 13,000,000",30K+ KM,2018,Ciluar
1752,HONDA SUPRA 125 SF,"Rp 6,500,000",30K+ KM,2007,Sari Harjo
1753,HONDA VARIO CW,"Rp 15,750,000",30K+ KM,2017,Sari Harjo
1754,YAMAHA NEW MIO M3 CW,"Rp 9,000,000",30K+ KM,2015,Sari Harjo
1755,HONDA NEW SCOOPY RETRO,"Rp 16,100,000",30K+ KM,2017,Regol
1756,HONDA BEAT CW FI,"Rp 13,500,000",30K+ KM,2018,Regol
1757,HONDA SCOOPY,"Rp 13,200,000",30K+ KM,2015,Petir
1758,HONDA NEW VARIO TECHNO FI,"Rp 18,500,000",30K+ KM,2019,Pedungan
1759,YAMAHA R15,"Rp 22,000,000",30K+ KM,2015,Karawang Wetan
1760,YAMAHA X-RIDE,"Rp 14,500,000",30K+ KM,2018,Kebon Lega
1761,YAMAHA MIO,"Rp 8,500,000",30K+ KM,2015,Kebon Lega
1762,MIO S,"Rp 13,000,000",10 - 20K KM,0,Kupang Raya
1763,YAMAHA VIXION,"Rp 10,500,000",30K+ KM,2010,Loloan Barat
1764,YAMAHA AEROX 155 GP,"Rp 19,000,000",30K+ KM,2017,Tanah Kali Kedinding
1765,HONDA VARIO 125 ESP CBS,"Rp 16,300,000",30K+ KM,2018,Cicadas
1766,YAMAHA N MAX,"Rp 25,000,000",30K+ KM,2018,Lawang Gintung
1767,YAMAHA JUPITER MX,"Rp 9,500,000",30K+ KM,2013,Bitera
1768,YAMAHA N MAX,"Rp 25,000,000",30K+ KM,2018,Cikupa
1769,Scoopy,"Rp 13,000,000",30K+ KM,2015,Kediri
1770,HONDA BEAT CBS FI,"Rp 13,300,000",30K+ KM,2019,Cicadas
1771,HONDA SCOOPY ESP,"Rp 15,000,000",30K+ KM,2015,Mejobo
1772,YAMAHA VIXION,"Rp 150,000,000",30K+ KM,2015,Mejobo
1773,HONDA VARIO TECHNO 110,"Rp 9,000,000",30K+ KM,2011,Sedati Gede
1774,HONDA CBR 250 RR,"Rp 50,000,000",30K+ KM,2019,Surgi Mufti
1775,KAWASAKI NINJA 250,"Rp 38,000,000",30K+ KM,2014,Surgi Mufti
1776,KAWASAKI NEW NINJA 150 RR SE,"Rp 27,000,000",30K+ KM,2014,Cikutra
1777,HONDA PCX,"Rp 26,500,000",30K+ KM,2018,Cangkuang Kulon(barat)
1778,YAMAHA MIO SOUL GT STREET,"Rp 8,500,000",30K+ KM,2015,Cangkuang Kulon(barat)
1779,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 17,900,000",30K+ KM,2017,Cangkuang Kulon(barat)
1780,HONDA VARIO CW,"Rp 9,200,000",30K+ KM,2014,Margasari
1781,YAMAHA R15 GP MOVISTAR,"Rp 26,000,000",30K+ KM,2017,Cikupa
1782,YAMAHA R15,"Rp 27,000,000",30K+ KM,2018,Cikupa
1783,HONDA SCOOPY ESP,"Rp 185,000,000",30K+ KM,2019,Tanah Grogot
1784,HONDA BEAT STD,"Rp 140,000,000",30K+ KM,2017,Tanah Grogot
1785,HONDA REVO,"Rp 10,000,000",30K+ KM,2015,Tanah Grogot
1786,HONDA NEW SUPRA X 125 FI SW,"Rp 15,500,000",30K+ KM,2017,Bebesen
1787,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 20,000,000",30K+ KM,2019,Sungai Pinyuh
1788,HONDA BEAT FI POP CBS ISS,"Rp 11,250,000",30K+ KM,2015,Sukamoro
1789,HONDA BEAT,"Rp 11,000,000",30K+ KM,2014,Sanur Kauh
1790,PIAGGIO VESPA S 150,"Rp 24,000,000",30K+ KM,2014,Sanur Kauh
1791,HONDA BEAT,"Rp 10,500,000",30K+ KM,2014,Pemogan
1792,YAMAHA NEW VIXION,"Rp 16,000,000",30K+ KM,2014,Sungai Pinyuh
1793,KAWASAKI NINJA RR ,"Rp 29,000,000",30K+ KM,2017,Cikutra
1794,YAMAHA MIO FINO,"Rp 135,000,000",30K+ KM,2018,Tanah Grogot
1795,YAMAHA MIO M3 125,"Rp 9,000,000",30K+ KM,2015,Babakan Asem
1796,HONDA NEW PCX 150 ABS,"Rp 25,900,000",5 - 10K KM,2018,Talang Banjar
1797,YAMAHA MIO M3 125,"Rp 9,500,000",30K+ KM,2016,Babakan Asem
1798,HONDA NEW BEAT STREET ESP,"Rp 13,900,000",30K+ KM,2019,Cicadas
1799,HONDA BEAT,"Rp 13,300,000",30K+ KM,2019,Cicadas
1800,HONDA NEW VARIO TECHNO,"Rp 16,800,000",30K+ KM,2016,Pedungan
1801,HONDA BEAT,"Rp 12,500,000",30K+ KM,2015,Tanah Grogot
1802,HONDA BEAT,"Rp 9,000,000",30K+ KM,2013,Singapadu Kaler
1803,YAMAHA R15,"Rp 18,100,000",30K+ KM,2017,Babakan Ciparay
1804,YAMAHA ALL NEW BYSON F1,"Rp 18,000,000",30K+ KM,2016,Babakan Ciparay
1805,HONDA BEAT CBS FI,"Rp 15,800,000",30K+ KM,2019,Dangin Tukadaya
1806,HONDA VARIO 125 CBS ISS,"Rp 11,200,000",30K+ KM,2014,Sumerta
1807,HONDA CB150R STREETFIRE,"Rp 20,000,000",30K+ KM,2015,Bebesen
1808,HONDA BEAT FI CBS ISS,"Rp 11,000,000",30K+ KM,2013,Plaju Ulu
1809,HONDA BEAT FI CBS ISS,"Rp 12,500,000",30K+ KM,2016,Plaju Ulu
1810,KAWASAKI D TRACKER 150,"Rp 26,500,000",30K+ KM,2017,Cigoong
1811,HONDA VERZA 150 CW,"Rp 11,950,000",30K+ KM,2016,Sukmajaya
1812,HONDA SCOOPY,"Rp 14,400,000",30K+ KM,2016,Cigoong
1813,KAWASAKI NINJA R KR 150 L,"Rp 22,500,000",30K+ KM,2015,Drangong
1814,HONDA SCOOPY,"Rp 17,500,000",30K+ KM,2018,Drangong
1815,HONDA VARIO 150,"Rp 18,700,000",30K+ KM,2019,Cigoong
1816,HONDA PCX,"Rp 26,100,000",30K+ KM,2018,Sukmajaya
1817,HONDA CBR 150 REPSOL,"Rp 21,000,000",30K+ KM,2015,Drangong
1818,KAWASAKI NINJA R KR 150 L,"Rp 22,500,000",30K+ KM,2015,Drangong
1819,HONDA BEAT FI POP CBS ESP,"Rp 12,500,000",30K+ KM,2016,Cigoong
1820,YAMAHA VIXION,"Rp 17,000,000",30K+ KM,2015,Sesetan
1821,HONDA NEW VARIO CW FI,"Rp 14,000,000",30K+ KM,2018,Sesetan
1822,HONDA NEW VARIO TECHNO,"Rp 11,000,000",30K+ KM,2013,Sesetan
1823,SUZUKI SATRIA FU 150,"Rp 16,500,000",30K+ KM,2018,Selapajang Jaya
1824,YAMAHA VIXION,"Rp 22,000,000",30K+ KM,2017,Perawas
1825,HONDA BEAT FI CBS ISS,"Rp 11,500,000",30K+ KM,2018,Cicadas
1826,HONDA SCOOPY ESP,"Rp 18,000,000",30K+ KM,2017,Selapajang Jaya
1827,HONDA AIR BLADE,"Rp 10,000,000",30K+ KM,2014,Teluk Betung
1828,KAWASAKI NINJA 250 FI,"Rp 45,700,000",30K+ KM,2016,Malakasari
1829,HONDA BEAT CW FI,"Rp 12,200,000",30K+ KM,2016,Malakasari
1830,HONDA CBR 150 R,"Rp 24,500,000",30K+ KM,2017,Palangka
1831,YAMAHA R15,"Rp 21,000,000",30K+ KM,2017,Cikupa
1832,SUZUKI SATRIA FU 150,"Rp 12,500,000",30K+ KM,2013,Tigaraksa
1833,YAMAHA X-RIDE,"Rp 12,400,000",30K+ KM,2018,Cikutra
1834,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,900,000",30K+ KM,2017,Penjaringan
1835,YAMAHA NEW VIXION KS SE,"Rp 15,500,000",30K+ KM,2014,Bebesen
1836,HONDA VERZA 150 CW,"Rp 150,000,000",30K+ KM,2014,Bebesen
1837,SUZUKI SATRIA FU 150,"Rp 13,500,000",30K+ KM,2014,Bebesen
1838,YAMAHA JUPITER Z1,"Rp 11,500,000",30K+ KM,2018,Penjaringan
1839,YAMAHA LEXI S,"Rp 19,200,000",30K+ KM,2018,Penjaringan
1840,YAMAHA X-RIDE,"Rp 13,200,000",30K+ KM,2019,Penjaringan
1841,YAMAHA VIXION,"Rp 13,300,000",30K+ KM,2015,Bojongmalaka
1842,HONDA CBR 150 R,"Rp 23,300,000",30K+ KM,2017,Bojongmalaka
1843,SUZUKI GSX R150,"Rp 18,800,000",30K+ KM,2017,Bojongmalaka
1844,HONDA SUPRA X 125 PGMFI,"Rp 13,000,000",30K+ KM,2018,Babakan Asem
1845,KAWASAKI NINJA 250 Fi,"Rp 35,000,000",30K+ KM,2012,Siring Agung
1846,HONDA NEW REVO FI CW,"Rp 12,500,000",30K+ KM,2016,Bebesen
1847,YAMAHA MIO S,"Rp 11,500,000",30K+ KM,2018,Regol
1848,HONDA VARIO 125 CBS ISS,"Rp 15,500,000",30K+ KM,2018,Regol
1849,HONDA VARIO 125 CBS ISS,"Rp 15,500,000",30K+ KM,2018,Regol
1850,HONDA BEAT CW,"Rp 9,500,000",30K+ KM,2013,Regol
1851,HONDA SUPRA X 125 CW,"Rp 12,500,000",30K+ KM,2017,Regol
1852,HONDA CB150R STREETFIRE,"Rp 18,000,000",30K+ KM,2016,Bebesen
1853,YAMAHA MIO M3 125,"Rp 15,000,000",30K+ KM,2019,Perawas
1854,HONDA BEAT,"Rp 14,500,000",30K+ KM,2019,Tangkerang Labuai
1855,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 20,500,000",30K+ KM,2019,Siantan Hulu
1856,Vario cw,"Rp 10,800,000",30K+ KM,2014,Dangin Tukadaya
1857,HONDA NEW PCX 150 ABS,"Rp 27,000,000",30K+ KM,2015,Legian
1858,HONDA VARIO 125 CBS ISS,"Rp 14,000,000",30K+ KM,2014,Legian
1859,HONDA SUPRA X 125 CW,"Rp 12,500,000",30K+ KM,2017,Regol
1860,HONDA SCOOPY,"Rp 16,000,000",30K+ KM,2017,Aik Rayak
1861,HONDA SCOOPY,"Rp 18,000,000",30K+ KM,2018,Gianyar
1862,HONDA NEW SUPRA X 125 FI CW,"Rp 11,000,000",30K+ KM,2014,Regol
1863,YAMAHA JUPITER MX SE,"Rp 7,500,000",30K+ KM,2011,Dangin Tukadaya
1864,HONDA VARIO 150,"Rp 16,000,000",30K+ KM,2016,Aik Rayak
1865,HONDA BEAT CW,"Rp 12,000,000",30K+ KM,2017,Pangkal Lalang
1866,KAWASAKI NINJA KR 150 K,"Rp 28,500,000",30K+ KM,2013,Cimaung
1867,HONDA BEAT CBS FI,"Rp 12,500,000",30K+ KM,2017,Air Saga
1868,KAWASAKI NEW Z250 SL,"Rp 37,900,000",30K+ KM,2014,Cimaung
1869,HONDA SUPRA GTR 150 EXL,"Rp 10,100,000",30K+ KM,2016,Sukmajaya
1870,Honda New Scoopy Retro,"Rp 19,500,000",10 - 30K KM,2019,Pasir
1871,Honda Scoopy Esp,"Rp 18,500,000",10 - 30K KM,2017,Pasir
1872,Honda Beat Fi Sporty Cbs,"Rp 15,500,000",5 - 10K KM,2019,Pasir
1873,Honda New Beat Street Esp,"Rp 16,200,000",10 - 20K KM,2019,Bantul
1874,Yamaha Lexi,"Rp 19,400,000",10 - 20K KM,2018,Bantul
1875,Honda Vario 110 Cbs Advance,"Rp 15,200,000",10 - 20K KM,2017,Bantul
1876,Yamaha All New Nmax 155,"Rp 27,800,000",10 - 30K KM,2018,Bantul
1877,Yamaha Lexi,"Rp 19,400,000",10 - 30K KM,2018,Bantul
1878,Kawasaki New Ninja 250 Se + Abs,"Rp 38,500,000",10 - 20K KM,2014,Cimahi
1879,Kawasaki Ninja 250 Fi,"Rp 38,500,000",10 - 20K KM,2014,Cimahi
1880,Honda Beat Fi Sporty Cw,"Rp 12,900,000",10 - 20K KM,2018,Bandung
1881,Kawasaki Ninja 250 Abs Se,"Rp 56,000,000",0 - 1K KM,2018,Bandung
1882,Kawasaki D-tracker 150 Se,"Rp 27,000,000",0 - 1K KM,2017,Bandung
1883,Honda Cbr 150 R,"Rp 20,000,000",5 - 10K KM,2016,Bandung
1884,Yamaha Lexi S,"Rp 21,700,000",10 - 20K KM,2018,Bantul
1885,Honda New Vario 125 Esp Cbs,"Rp 19,200,000",10 - 30K KM,2018,Bantul
1886,Honda Pcx,"Rp 29,400,000",10 - 20K KM,2019,Bantul
1887,Honda Vario 110 Cbs Advance,"Rp 11,400,000",10 - 30K KM,2014,Bantul
1888,Yamaha Jupiter Mx King 150,"Rp 15,000,000",10 - 30K KM,2015,Bantul
1889,Honda Beat Fi Cbs Esp Plus,"Rp 16,500,000",1 - 5K KM,2020,Singkawang
1890,Yamaha Lexi,"Rp 18,000,000",5 - 10K KM,2020,Singkawang
1891,Yamaha R15 Gp Movistar,"Rp 29,000,000",1 - 5K KM,2018,Way Kanan
1892,Honda Genio Cbs,"Rp 15,000,000",10 - 20K KM,2020,Karawang
1893,Honda Scoopy Esp,"Rp 15,000,000",10 - 30K KM,2017,Karawang
1894,Honda Scoopy Esp,"Rp 15,000,000",10 - 20K KM,2017,Karawang
1895,Honda Scoopy Esp,"Rp 13,500,000",10 - 30K KM,2017,Karawang
1896,Honda Beat Fi Sporty Cw,"Rp 12,500,000",10 - 30K KM,2018,Karawang
1897,Honda New Beat Street Esp,"Rp 13,500,000",10 - 20K KM,2019,Karawang
1898,Honda Pcx,"Rp 27,000,000",1 - 5K KM,2019,Karawang
1899,Yamaha Mio S,"Rp 10,000,000",1 - 5K KM,2019,Karawang
1900,Yamaha X-ride,"Rp 9,500,000",10 - 20K KM,2017,Karawang
1901,Yamaha All New Nmax 155,"Rp 27,000,000",1 - 5K KM,2019,Karawang
1902,Yamaha New Vixion,"Rp 15,000,000",5 - 10K KM,2018,Karawang
1903,Kawasaki D-tracker 150 Se,"Rp 28,000,000",1 - 5K KM,2019,Karawang
1904,Yamaha All New Nmax 155,"Rp 27,500,000",5 - 10K KM,2020,Depok
1905,Honda New Scoopy Sporty,"Rp 17,500,000",10 - 20K KM,2019,Depok
1906,Yamaha Freego,"Rp 13,500,000",10 - 30K KM,2019,Depok
1907,Honda Vario 125 Esp Cbs Iss,"Rp 17,000,000",1 - 5K KM,2020,Karawang
1908,Honda Scoopy Esp,"Rp 17,500,000",10 - 20K KM,2019,Karawang
1909,Honda Genio Cbs,"Rp 13,600,000",10 - 20K KM,2019,Karawang
1910,Yamaha Mx King 15 Gp,"Rp 14,000,000",10 - 20K KM,2018,Karawang
1911,Honda Scoopy,"Rp 19,800,000",1 - 5K KM,2021,Pasir
1912,Honda Genio Cbs,"Rp 16,500,000",1 - 5K KM,2021,Pasir
1913,Kawasaki W175 Se,"Rp 25,000,000",5 - 10K KM,2019,Depok
1914,Honda Genio Cbs,"Rp 16,500,000",1 - 5K KM,2021,Pasir
1915,Honda Genio Cbs,"Rp 16,500,000",5 - 10K KM,2021,Pasir
1916,Honda New Scoopy Prestige,"Rp 21,000,000",1 - 5K KM,2021,Depok
1917,Yamaha Aerox 155 Gp,"Rp 22,000,000",10 - 30K KM,2018,Pasir
1918,Yamaha Aerox 155 Vva,"Rp 23,500,000",10 - 30K KM,2020,Pasir
1919,Honda Adv 150 Abs,"Rp 32,000,000",5 - 10K KM,2020,Pasir
1920,Honda Beat Fi Cw Esp Plus,"Rp 15,500,000",10 - 30K KM,2019,Pasir
1921,Honda Pcx,"Rp 28,500,000",10 - 30K KM,2019,Pasir
1922,Honda Pcx,"Rp 29,500,000",10 - 20K KM,2020,Pasir
1923,Honda Vario 125 Esp Cbs Iss,"Rp 17,300,000",10 - 20K KM,2019,Bandung
1924,Yamaha Lexi,"Rp 17,100,000",10 - 20K KM,2019,Bandung
1925,Honda Cb Verza 150,"Rp 18,000,000",5 - 10K KM,2018,Bandung
1926,Honda Crf 150l,"Rp 29,100,000",0 - 1K KM,2018,Bandung
1927,Honda Vario 150 Esp Sporty,"Rp 22,100,000",10 - 30K KM,2018,Bantul
1928,Honda Beat Fi Sporty Cbs,"Rp 14,900,000",10 - 30K KM,2018,Bantul
1929,Yamaha Vixion,"Rp 19,100,000",10 - 30K KM,2017,Bantul
1930,Honda Pcx Hybrid,"Rp 27,500,000",10 - 20K KM,2019,Hulu Sungai Tengah
1931,Honda Nscoopy Fi Sport Mtro,"Rp 15,600,000",10 - 20K KM,2016,Hulu Sungai Tengah
1932,Yamaha N Max,"Rp 20,900,000",10 - 20K KM,2015,Hulu Sungai Tengah
1933,Honda Cb150r,"Rp 11,700,000",10 - 20K KM,2014,Hulu Sungai Tengah
1934,Honda Nscoopy Fi Sport Mtro,"Rp 17,000,000",10 - 20K KM,2017,Hulu Sungai Tengah
1935,Yamaha Aerox 155 Vva R,"Rp 20,200,000",10 - 20K KM,2018,Hulu Sungai Tengah
1936,Honda Beat Fi Sporty Cw,"Rp 11,500,000",10 - 20K KM,2015,Blora
1937,Honda Vario 150 Esp Exclusive,"Rp 18,100,000",5 - 10K KM,2018,Blora
1938,Honda New Scoopy Stylish,"Rp 17,100,000",10 - 20K KM,2017,Blora
1939,Honda Supra X 125 Pgmfi Cw,"Rp 9,700,000",10 - 20K KM,2015,Blora
1940,Honda Vario 150 Esp Sporty,"Rp 14,700,000",10 - 20K KM,2015,Blora
1941,YAMAHA NMAX ABS,"Rp 23,500,000",0 - 1K KM,2019,Depok
1942,HONDA REVO,"Rp 8,200,000",30K+ KM,2019,Pekanbaru
1943,Honda Beat Fi Sporty Cbs Iss,"Rp 16,500,000",10 - 20K KM,2019,Gaprang
1944,KAWASAKI NINJA RR,"Rp 26,500,000",30K+ KM,2014,Karawang Wetan
1945,KAWASAKI KLX 150 BF,"Rp 30,750,000",30K+ KM,2016,Lengkong
1946,YAMAHA MIO S,"Rp 9,700,000",30K+ KM,2018,Karawang Wetan
1947,YAMAHA ALL NEW SOUL GT 125,"Rp 12,000,000",30K+ KM,2016,Margahayu Selatan
1948,KAWASAKI NINJA,"Rp 26,000,000",30K+ KM,2010,Sesetan
1949,HONDA BEAT CW,"Rp 11,200,000",30K+ KM,2016,Cipinang Cempedak
1950,KAWASAKI D TRACKER X,"Rp 47,700,000",30K+ KM,2019,Depok
1951,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 18,900,000",30K+ KM,2018,Margahayu Selatan
1952,CBR 250 RR ABS,"Rp 55,400,000",30K+ KM,2018,Sario Tumpaan
1953,KAWASAKI KLX 150 BF SE,"Rp 32,500,000",30K+ KM,2017,Lengkong
1954,HONDA VARIO 110 CBS ADVANCE,"Rp 11,800,000",30K+ KM,2015,Margahayu Selatan
1955,YAMAHA AEROX 155 VVA,"Rp 18,200,000",30K+ KM,2017,Cilongok
1956,YAMAHA VIXION,"Rp 14,500,000",1 - 5K KM,0,Pamanukan
